,article,title,link,summary,stock
393,카카오뱅크_4,"<b>카카오뱅크</b>, 모임통장 잔액 10조 돌파…“국민 4명 중 1명 쓴다”",https://n.news.naver.com/mnews/article/029/0002971266?sid=101,<b>카카오뱅크</b>는 모임통장 서비스의 잔액이 10조원을 돌파했다고 27일 밝혔다. 지난 2018년 12월 출시된 이후 약 7년 만의 성과다. 같은 기간 모임통장 누적 이용자 수는 1200만명을 넘어섰다. 국민 4명 중 1명이 사용하는... ,카카오뱅크
394,카카오뱅크_5,"<b>카카오뱅크</b>, 세계 최대 해킹방어대회 출전팀 공식 후원키로",https://www.greenpostkorea.co.kr/news/articleView.html?idxno=303030,"<b>카카오뱅크</b>가 내달 미국에서 열리는 세계 최대 해킹방어대회 '데프콘 33(DEF CON 33, 이하 데프콘)' CTF 본선에 진출한 국내 화이트해커 연합팀 '콜드 퓨전(Cold Fusion)'을 지난 25일 판교 오피스로 초청해 간담회를 열고, 공식... ",카카오뱅크
395,카카오뱅크_6,소상공인 81% &quot;소비쿠폰 효과 있을 것&quot;...내수회복 기대감 솔솔,https://n.news.naver.com/mnews/article/661/0000059098?sid=101,"한편, 배드<b>뱅크</b>를 통한 장기·소액 연체채권 채무조정 방안에 대해서는 응답자의 59.1%가 반대 입장을... 홍보 개선 방안으로는 복수 응답 기준 '정책 대상자에게 문자·<b>카카오</b>톡 등 직접 알림'(33.1%)이 가장 많았고, 이어... ",카카오뱅크
396,카카오뱅크_7,"소기업·소상공인 81%, &quot;소비쿠폰, 내수활성화 기대&quot;",https://www.ggilbo.com/news/articleView.html?idxno=1103306,"배드<b>뱅크</b>를 통한 장기·소액 연체채권 채무조정에 대해서는 '반대(59.1%)'가 '찬성(40.9%)'보다 높게 나타나... 지원제도 홍보 개선방안으론 '정책 대상자에게 문자, <b>카카오</b>톡 등 직접알림(33.1%)', '모든 소상공인 지원제도를... ",카카오뱅크
397,카카오뱅크_8,"<b>카카오뱅크</b>, 세계 최대 해킹방어대회 출전 한국팀 공식 후원",https://www.ngetnews.com/news/articleView.html?idxno=532032,"뉴스저널리즘 이상현 기자 = <b>카카오뱅크</b>는 오는 8월 미국에서 열리는 세계 최대 해킹방어대회 '데프콘 33' CTF 본선에 진출한 국내 화이트해커 연합팀 '콜드 퓨전'을 판교 오피스로 초청해 간담회를 열고, 공식 후원에... ",카카오뱅크
398,카카오뱅크_9,소상공인 81% &quot;소비쿠폰 효과 기대&quot;…배드<b>뱅크</b>는 부정적 ↑,http://www.jndn.com/article.php?aid=1753595957414308004,"새정부 우선 과제로는 내수활성화를 가장 많이 손꼽았으나 배드<b>뱅크</b>를 통한 채무조정에는 반대 의견이... 홍보 개선방안으로는 ‘정책 대상자에게 문자, <b>카카오</b>톡 등 직접알림(33.1%)’이 가장 많았으며 ‘모든... ",카카오뱅크
399,카카오뱅크_10,신한카드가 신세계와 손잡고 출시한 '역대급' 혜택의 카드,https://www.insight.co.kr/news/513178,"스타필드 외에도 7월에만 <b>카카오뱅크</b>, GS, 넥센타이어와 제휴를 맺고 PLCC 카드를 선보인 바 있는데요. 신한카드 관계자는 &quot;스타필드와 전략적 제휴를 통해 만든 이번 PLCC는 스타필드 이용 고객의 소비와 생활 패턴을... ",카카오뱅크
400,LIG넥스원_1,"&quot;돈 마른 대학, 경쟁력 추락 당연…고등교육재정법 제정이 살 길&quot;",https://n.news.naver.com/mnews/article/015/0005163225?sid=102,"“제가 총장으로 있는 전북대는 국내 최초로 방산융합학과를 신설해 한화에어로스페이스, <b>LIG넥스원</b>, 현대로템 등 대기업과 함께 연구개발(R&amp;D)하고 있습니다. 부산대는 제조·기계, 경북대는 반도체, 충북대는 바이오... ",LIG넥스원
401,LIG넥스원_2,ETF 수익률 1위…불 뿜는 K방산 라인업 늘린다,https://n.news.naver.com/mnews/article/011/0004514008?sid=101,"한화에어로스페이스(012450)(210.78%), 한화오션(042660)(197.03%), 풍산(103140)(157.54%), 한화시스템(272210)(156.63%), <b>LIG넥스원</b>(079550)(155.56%) 등 대다수 기업의 주가 상승률은 세자릿수다. 같은 기간 ‘PLUS K방산’의 수익률은... ",LIG넥스원
402,LIG넥스원_3,"[단독]방산 레버리지 ETF, 3분기 내 첫선",https://n.news.naver.com/mnews/article/011/0004513996?sid=101,삼성자산운용은 15일 <b>LIG넥스원</b>(079550)·현대로템(064350)·한화에어로스페이스(012450)·한국항공우주(047810) 등 국내 대표 방산 기업 10종목에 집중적으로 투자하는 ETF를 상장했다. 업계 최초로 국내 방산 ETF를 출시한... ,LIG넥스원
403,LIG넥스원_4,"한시름 던 현대重, 뼈아픈 한화…'214잠수함' 사업 해석 분분",https://n.news.naver.com/mnews/article/018/0006074860?sid=100,실제로 HD현대중공업과 한 팀을 이룬 <b>LIG넥스원</b>(079550)은 209급 잠수함(장보고-Ⅰ) 성능개량에서 독일 전투체계를 국산화하는데 성공했다. 게다가 소나체계 분야 검증된 기술을 보유한 국내 유일의 기업이다. 한화오션은... ,LIG넥스원
404,LIG넥스원_5,"HD현대중공업, 장보고-Ⅱ 잠수함 성능개량 우선협상대상자 선정",https://n.news.naver.com/mnews/article/366/0001095973?sid=101,"HD현대중공업은 <b>LIG넥스원</b>과, 한화오션은 한화시스템과 함께 입찰에 참여했다. HD현대중공업은 보안 감점에도 기존 214급 잠수함 9척 중 6척을 건조한 점을 높이 평가받은 것으로 알려졌다.",LIG넥스원
405,LIG넥스원_6,글로벌 대작 '전독시' IP 선점 효과…수익 구조 다변화 본격 시동,https://n.news.naver.com/mnews/article/008/0005227464?sid=101,"전지적 독자 시점' △김홍식 하나증권 연구원이 RFHIC에 대해 작성한 '2분기 어닝 서프라이즈 예상, 올해 방산/삼성 추세 양호' △장남현 한국투자증권 연구원이 <b>LIG넥스원</b>에 대해 작성한 '2Q25 Preview: 다 좋은데 좀 비싸네... ",LIG넥스원
406,LIG넥스원_7,"<b>LIG넥스원</b>, 구미시 결식우려아동에게 후원금 전달",https://n.news.naver.com/mnews/article/088/0000961278?sid=004,<b>LIG넥스원</b>은 지난 24일 경북 구미지역 결식우려아동을 위한 행복도시락 후원금 1천만 원을 지역아동센터 등 관련 단체에 전달했다.,LIG넥스원
407,LIG넥스원_8,"“주담대 62%공식 깨지나”… 은행권, 기업금융 늘린다",https://n.news.naver.com/mnews/article/029/0002971229?sid=101,무역보험공사와 협력해 협력기업 지원도 확대한다. NH농협은행은 지역경제 활성화를 위한 4조5000억원 규모의 금융지원을 약속했다. 방위산업 대표 기업인 <b>LIG넥스원</b>의 기술개발과 시설 투자도 지원할 계획이다.,LIG넥스원
408,LIG넥스원_9,장보고-II 우선협상 따낸 HD현중… “하마터면 개점휴업할 뻔”,https://n.news.naver.com/mnews/article/029/0002971203?sid=101,"HD현대중공업은 <b>LIG넥스원</b>과, 한화오션은 한화시스템과 함께 각각 입찰에 참여했다. 214급 잠수함은 선도함 등 총 9척 중 6척을 HD현대중공업이 만들어 이번 성능개량 사업도 유리하다는 평가를 받았다. <b>LIG넥스원</b>도... ",LIG넥스원
409,LIG넥스원_10,李 '이자 놀이' 지적에 은행권 기업 투자 확대 전망,https://www.meconomynews.com/news/articleView.html?idxno=117182,"경제 활성화를 위해 신용보증재단, 신용보증기금, 기술보증기금 등과 손 잡고 4조5000억원 규모의 금융지원에 나선다. <b>LIG넥스원</b>의 기술 개발과 시설 투자, 해외 시장 확대 등을 지원하는 등 방위산업 발전도 돕기로 했다.",LIG넥스원
410,LG전자_1,"&quot;피그미 올빼미편 공개&quot; <b>LG전자</b>, 美 타임스스퀘어에서 '멸종위기종 보호...",https://www.autodaily.co.kr/news/articleView.html?idxno=534065,<b>LG전자</b>가 멸종 위기에 처한 동물을 알리며 글로벌 기업 시민으로서 책임을 다하는 환경보호 활동을 이어간다. <b>LG전자</b>는 최근 미국 뉴욕 타임스스퀘어 전광판에 'LG와 함께하는 멸종위기종 보호 캠페인(The LG Endangered... ,LG전자
411,LG전자_2,"수출기업, 2분기 조 단위 관세 지출은 예고편...하반기 본편 예고",https://www.ajunews.com/view/20250727140743644,"현대차·기아, 美 관세비용만 1조6000억원 이상...3분기엔 2조원 웃돌 듯 <b>LG전자</b>도 관세 비용에 2분기 영업이익 급감 韓 수출품목 日과 비슷해 무역 경쟁서 불리...&quot;미국과 무역 협정 서둘러야&quot; 아주경제=이효정, 한지연... ",LG전자
412,LG전자_3,"[포토] <b>LG전자</b>, 뉴욕 타임스스퀘어 동물보호 캠페인 영상",https://n.news.naver.com/mnews/article/009/0005531869?sid=101,,LG전자
413,LG전자_4,로봇청소기 성능 와트 통일…中'뻥스펙' 철퇴,https://n.news.naver.com/mnews/article/009/0005531866?sid=101,<b>LG전자</b>도 조만간 W 단위로 로봇청소기 흡입력을 표시할 예정이다. 물체 내부의 진공도(내외부 압력 차이)만 보여주는 단위인 ㎩은 흡입하는 공기량을 명확히 보여주지 못한다. 예를 들어 청소기 흡입 파이프를 마개... ,LG전자
414,LG전자_5,&quot;품질 불량 검증하는 기관서 AI·탄소중립 인증 허브로&quot;,https://n.news.naver.com/mnews/article/009/0005531864?sid=101,"문 회장은 &quot;삼성전자, <b>LG전자</b>, SK텔레콤, 국세청 등 8개 주요 기관이 표준협회를 통해 해당 인증을 받았다&quot;고 덧붙였다. 탄소중립 인증 역시 표준협회의 핵심 사업 중 하나다. 표준협회는 유엔 산하 청정개발체제(CDM)에서... ",LG전자
415,LG전자_6,&quot;AI 더빙 장착한 K야구…전세계로 생중계&quot;,https://n.news.naver.com/mnews/article/009/0005531834?sid=105,"이에 따라 다른 국내 FAST 사업자인 삼성전자, <b>LG전자</b>, SK브로드밴드, KT 등도 계속해서 콘텐츠와 기술 경쟁력을 강화하는 추세다. FAST TV 프로그램 수준의 콘텐츠를 시청자에게 광고 기반으로 제공하는 무료 스트리밍... ",LG전자
416,LG전자_7,"시몬스, '맨션 용인시청점' 오픈 기념 가격 할인 혜택",http://www.econonews.co.kr/news/articleView.html?idxno=398023,"<b>LG전자</b> 베스트샵, 삼성스토어 등의 대형 가전매장과 이마트 등 대형 마트가 들어선 핵심 상권에 자리했으며, 주변에 우미린센트럴파크, 역북푸르지오, 골드클래스용인역북아파트 등 아파트 단지도 밀집해 이사를... ",LG전자
417,LG전자_8,"<b>LG전자</b>, 소비자가 뽑은 '대한민국 올해의 녹색상품' 최다 수상",https://www.gnnews.co.kr/news/articleView.html?idxno=615059,<b>LG전자</b>가 소비자가 직접 뽑은 '2025 대한민국 올해의 녹색상품'에서 업계 최다·최장 기간 연속 수상 기업에 올랐다. 비영리 시민단체 '한국녹색구매네트워크'가 2008년부터 운영해온 '대한민국 올해의 녹색상품'은 전국... ,LG전자
418,LG전자_9,"단통법 폐지 첫주, 시장은 아직 ‘탐색전’… 갤럭시S3급 ‘대란’은 없...",https://n.news.naver.com/mnews/article/005/0001792219?sid=101,"팬택&amp;큐리텔, <b>LG전자</b> 등 여러 제조사가 함께 난립하던 때와 달리 안정적이고 고정적인 수요가 있으니 보조금을 밀어넣을 유인이 부족하다. 4G가 막 태동하던 당시와 달리 현재 5세대 이동통신(5G) 가입자도 어느 정도... ",LG전자
419,LG전자_10,"美관세·TV 불황 '이중고' <b>LG전자</b>, 하반기 '질적 성장' 위기 돌파",https://n.news.naver.com/mnews/article/293/0000070329?sid=101,"<b>LG전자</b>가 생활가전과 전장, 냉난방공조(HVAC) 사업의 선방에도 불구하고 TV 시장 불황과 미국의 관세 정책 등 악재가 겹치며 올해 2분기 부진한 성적표를 거뒀다. 이에 하반기 수익 변동성이 적은 기업간거래(B2B) 사업을... ",LG전자
420,LG_1,'견제구 13개 논쟁' 확전은 없었다. 조성환 &quot;과하지 않았나&quot; 불만 제기 ...,https://m.sports.naver.com/kbaseball/article/076/0004304858,<b>LG</b> 트윈스와 두산 베어스 사이에서 '견제구 논쟁'이 발생했다. <b>LG</b>가 두산의 대주자 조수행에게 견제구 13개를 던진 것. 조성환 두산 감독대행이 &quot;과하지 않았나&quot;며 불만을 솔직하게 표출했다. 이에 대해 염경엽 <b>LG</b> 감독이... ,LG
421,LG_2,'견제구 13개' 두고 두산·<b>LG</b> 사령탑 신경전...조성환 감독 &quot;지나치지 않...,https://m.sports.naver.com/kbaseball/article/425/0000168477,프로야구 두산 베어스 조성환 감독 대행이 <b>LG</b> 트윈스의 13개에 달하는 견제구에 불편한 기색을 드러냈다. 조 대행은 27일 서울 잠실구장에서 열릴 <b>LG</b>전을 앞두고 취재진과 만나 전날 경기를 복기하며 &quot;견제구를 그렇게 많이... ,LG
422,LG_3,[포토] 잭로그 '중앙 정조준',https://m.sports.naver.com/kbaseball/article/108/0003351487,2025 신한 SOL Bank KBO리그 두산 베어스 대 <b>LG</b> 트윈스 경기가 27일 서울 잠실야구장에서 열렸다. 두산 선발 잭로그가 역투하고 있다.,LG
423,LG_4,"&quot;피그미 올빼미편 공개&quot; <b>LG</b>전자, 美 타임스스퀘어에서 '멸종위기종 보호...",https://www.autodaily.co.kr/news/articleView.html?idxno=534065,<b>LG</b>전자가 멸종 위기에 처한 동물을 알리며 글로벌 기업 시민으로서 책임을 다하는 환경보호 활동을 이어간다. <b>LG</b>전자는 최근 미국 뉴욕 타임스스퀘어 전광판에 '<b>LG</b>와 함께하는 멸종위기종 보호 캠페인(The <b>LG</b> Endangered... ,LG
424,LG_5,[포토] 잭로그 '기필코 6승 로그인',https://m.sports.naver.com/kbaseball/article/108/0003351484,2025 신한 SOL Bank KBO리그 두산 베어스 대 <b>LG</b> 트윈스 경기가 27일 서울 잠실야구장에서 열렸다. 두산 선발 잭로그가 역투하고 있다.,LG
425,LG_6,[우리동네 명사들] ‘디지털 전문가’ 강태영… 디지털 리딩뱅크 도약 ...,https://m.skyedaily.com/news_view.html?ID=280307,농협은행이 수십 년간 축적한 금융데이터와 업무 경험을 기반으로 <b>LG</b> CNS와 함께 개발한 농협은행 고유의 AI 시스템으로 범용 AI와 달리 금융 업무에 특화되어 있고 고객의 니즈를 반영해 현장에서 바로 활용할 수 있도록... ,LG
426,LG_7,[포토] 최연소 시구 조이 '태어나 보니 두린이',https://m.sports.naver.com/kbaseball/article/108/0003351481,2025 신한 SOL Bank KBO리그 두산 베어스 대 <b>LG</b> 트윈스 경기가 27일 서울 잠실야구장에서 열렸다. 두산 팬 가족 김조이 어린이가 두산 승리기원 시구 하고 있다.,LG
427,LG_8,"'13견제구 폭발' 조성환 대행, <b>LG</b> 감독실 찾아가 오해 잘 풀었다 &quot;자극하...",https://m.sports.naver.com/kbaseball/article/108/0003351479,염경엽 <b>LG</b> 트윈스 감독이 자신의 견해를 밝혔다. 두 사령탑은 뜻하지 않은 오해가 생길 수 있는 상황을 미연에 방지하기 위해 경기 전 직접 만나 오해를 풀기도 했다. 두산과 <b>LG</b>는 27일 오후 6시 서울 잠실야구장에서 2025... ,LG
428,LG_9,롯데 윤성빈 ‘한국의 오타니’ 명성 회복 위해 성큼성큼,https://m.sports.naver.com/kbaseball/article/082/0001337382,5월 20일 <b>LG</b> 트윈스전에 선발로 나서 1이닝 9실점 하며 이른바 ‘폭망’했지만 이후에는 구원투수로 변신해 띄엄띄엄이기는 해도 5경기 연속 무실점을 기록했다. 윤성빈은 아직 김태형 감독으로부터 100% 신뢰를 얻은... ,LG
429,LG_10,"‘견제구 13개 <b>LG</b> 잘못인가’ 염경엽, 작심발언 조성환에 “나도 많이 당...",https://m.sports.naver.com/kbaseball/article/109/0005358473,전날 김진성의 견제구 13개가 과했다는 두산 조성환 감독대행의 작심발언에 <b>LG</b> 염경엽 감독이 오히려 두산이 잘했다는 의외의 반응을 보였다. 지난 26일 서울 잠실구장에서 열린 2025 신한 SOL뱅크 KBO리그 두산 베어스와 <b>LG</b>... ,LG
430,삼성에스디에스_1,"하나증권 &quot;<b>삼성에스디에스</b> 달라진 건 없다, IDC 증설 계획 부재&quot;",https://www.businesspost.co.kr/BP?command=article_view&num=405134,"<b>삼성에스디에스</b>의 2분기 실적은 시장 기대치에 부합했다. 하나증권은 27일 <b>삼성에스디에스</b>에 대해 투자의견 Buy, 목표주가 19만 원을 유지했다. 직전거래일 25일 기준 주가는 15만9600원에 거래를 마쳤다.... ",삼성에스디에스
431,삼성에스디에스_2,"DS투자 &quot;<b>삼성에스디에스</b> AI 전환 수요에 수혜, 공공 및 금융에서도 수주...",https://www.businesspost.co.kr/BP?command=article_view&num=405128,"<b>삼성에스디에스</b>는 높아지는 인공지능 전환(AX) 수요에 따른 수혜를 전망한다. DS투자증권은 27일 <b>삼성에스디에스</b>에 대해 투자의견 '매수', 목표주가 21만 원을 유지했다. 직전거래일 25일 기준 주가는 15만9600원에... ",삼성에스디에스
432,삼성에스디에스_3,"SI(시스템통합) 관련주, '봄꽃만개' SGA·SGA솔루션즈·한화시스템",http://www.finomy.com/news/articleView.html?idxno=234893,"하지만 DB, SK, 나무기술, <b>삼성에스디에스</b>, 비트컴퓨터, 현대무벡스, 오파스넷, 포스코DX, 광무 등은 하락했다. SGA솔루션즈는 시스템 접근제어 자회사 'SGN'을 흡수합병한다고 지난 7월 21일 밝혔다. SGA솔루션즈는... ",삼성에스디에스
433,삼성에스디에스_4,"현대오토에버, 2분기 '1조 클럽' 달성… 교보證 &quot;갈수록 좋아지는 성장...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=363206,SI(시스템통합) 관련주 아이티센 정원엔시스 아이티센 쌍용정보통신 오파스넷 토마토시스템 데이타솔루션 에스트래픽 DB 에스트래픽 쌍용정보통신 케이씨에스 <b>삼성에스디에스</b> 오파스넷 대신정보통신 한화시스템 SK... ,삼성에스디에스
434,삼성에스디에스_5,"8월 증시, '관세의 그림자' 드리우나",http://www.ftoday.co.kr/news/articleView.html?idxno=345238,"하나증권은 &quot;국내 기업들의 자사주 소각 비율이 증가하고 있으며, 배당성향 확대 기대도 커지고 있다&quot;며 ▲삼성물산 ▲HD한국조선해양 ▲<b>삼성에스디에스</b> ▲LIG넥스원을 관련 종목으로 제시했다. 국내 증시뿐 아니라... ",삼성에스디에스
435,삼성에스디에스_6,"[베스트&amp;워스트] '好실적'이 이끈 SNT에너지·HD현대인프라·한화엔진, ...",https://www.etoday.co.kr/news/view/2491379,"별다른 악재나 공시는 없었다. 이밖에 평화홀딩스(-17.22%), KCTC(-15.51%), <b>삼성에스디에스</b>(-14.19%), 모나용평(-13.60%), 미래산업(-13.46%), 신풍제약우(-13.32%), 티와이홀딩스(-13.13%) 등이 크게 하락했다.",삼성에스디에스
436,삼성에스디에스_7,"KB증권, 7월 넷째주 SK하이닉스 등 14종목 매수 추천",https://www.bigtanews.co.kr/article/view/big202507250008,"<b>삼성에스디에스</b>(018260) 2분기 매출 3조5100억원, 영업이익 2302억원으로 컨센서스 하회. CSP와 private cloud 중심 클라우드 전략의 유효성 확인. 소버린 AI 정책과 부합하는 AI 사업 확장 가속화. 목표주가... ",삼성에스디에스
437,삼성에스디에스_8,"지능형로봇·인공지능(AI) 관련주, '봄날의 햇살' 비큐AI·스맥·휴림로...",http://www.finomy.com/news/articleView.html?idxno=234887,"하지만 피앤에스로보틱스, 엠로, 시선AI, 로보스타, 링크제니시스, 클로봇, <b>삼성에스디에스</b>, 트윔, 엔젤로보틱스, 퍼스텍, 네패스, 에브리봇, 크라우드웍스, LG전자, 큐렉소, 미래컴퍼니, 씨메스, 러셀, 아티스트컴퍼니... ",삼성에스디에스
438,삼성에스디에스_9,"LG에너지솔루션, 6개 분기 만에 흑자 기록하며 주가 급등",https://n.news.naver.com/mnews/article/037/0000036712?sid=101,"기관이 가장 많이 매도한 10개 종목은 삼성전자, SK하이닉스, 알테오젠, 넷마블, <b>삼성에스디에스</b>, 삼양식품, NAVER, 유한양행, 삼성물산, 도우인시스였다. 이번 주 개인 순매수 1위 종목은 NAVER였다. 2~10위는... ",삼성에스디에스
439,삼성에스디에스_10,"기관, NAVER·신한·현대로템 집중 매수…<b>삼성</b>전자·하이닉스는 순매도",https://www.pinpointnews.co.kr/news/articleView.html?idxno=363067,"삼성전자(566.9억 원, 86.1만 주) 역시 순매도 규모가 컸고, <b>삼성에스디에스</b>(185.7억 원, 11.8만 주), 셀트리온(172.7억 원, 9.7만 주), 삼성중공업(163.2억 원, 86.8만 주) 등도 매도세가 강하게 나타났다. 그 외... ",삼성에스디에스
440,SK텔레콤_1,&quot;품질 불량 검증하는 기관서 AI·탄소중립 인증 허브로&quot;,https://n.news.naver.com/mnews/article/009/0005531864?sid=101,"문 회장은 &quot;삼성전자, LG전자, <b>SK텔레콤</b>, 국세청 등 8개 주요 기관이 표준협회를 통해 해당 인증을 받았다&quot;고 덧붙였다. 탄소중립 인증 역시 표준협회의 핵심 사업 중 하나다. 표준협회는 유엔 산하 청정개발체제(CDM)에서... ",SK텔레콤
441,SK텔레콤_2,"LG유플러스, 자사주 1000억 소각…밸류업 보폭 키운다[스타즈IR]",https://n.news.naver.com/mnews/article/011/0004514017?sid=101,<b>SK텔레콤</b> 해킹 사태로 고객들의 보안 인식이 높아진 점은 LG유플러스에 호재다. <b>SK텔레콤</b>이 위약금을 면제하면서 번호이동이 활발해진 가운데 LG유플러스는 상대적으로 선방했다는 평가다. 과학기술정보통신부가... ,SK텔레콤
442,SK텔레콤_3,배경훈 장관 &quot;견고한 사이버보안 없이 AI 강국 불가능&quot;,https://n.news.naver.com/mnews/article/009/0005531836?sid=105,이번 방문은 올해 4월 발생한 <b>SK텔레콤</b> 해킹 사고 이후 사이버 보안의 중요성이 강조되는 가운데 이뤄졌다. 특히 생성형 AI 기술 발전으로 사이버 위협 또한 빠르게 진화하고 있다. 과기정통부와 KISA는... ,SK텔레콤
443,SK텔레콤_4,“LG유플러스 주가 15% 오를 것…최고 2만 원 기대” [스타즈IR],https://n.news.naver.com/mnews/article/011/0004514011?sid=101,안재민 NH투자증권 연구원은 “<b>SK텔레콤</b> 해킹 사건으로 가입자 80만 명이 이탈한 것으로 파악되는데 40%가 LG유플러스로 유입된 것으로 보인다”며 “연간 영업이익은 충분히 1조 원을 돌파할 것”이라고 했다.... ,SK텔레콤
444,SK텔레콤_5,"단통법 폐지 첫주, 시장은 아직 ‘탐색전’… 갤럭시S3급 ‘대란’은 없...",https://n.news.naver.com/mnews/article/005/0001792219?sid=101,"23일 통신 업계에 따르면 이날 기준 주요 ‘성지’들은 갤럭시 Z폴드7(256GB·<b>SK텔레콤</b> 번호이동 기준)를 105만~120만원, 갤럭시 Z7 플립을 3만~10만원 수준에 판매하고 있다. 성지는 보조금을 평균 이상으로 지급해 낮은... ",SK텔레콤
445,SK텔레콤_6,'단통법' 폐지 일주일 어땠나 [IT클로즈업],https://n.news.naver.com/mnews/article/138/0002201467?sid=105,"◆ 단통법 폐지 당일, 번호이동 건수 급증…“일시적 증가로 봐야” 27일 통신업계에 따르면, 단통법이 폐지된 이후 첫주(7월22일~26일) <b>SK텔레콤</b>과 KT, LG유플러스 등 3사 번호이동 건수는 9만5233건으로 집계됐다. 단통법은... ",SK텔레콤
446,SK텔레콤_7,"[진영전자] ROI 시대 넘어···<b>SK</b> AX, 위성영상서 찾은 다음 기회",http://www.enewstoday.co.kr/news/articleView.html?idxno=2308661,<b>SK텔레콤</b>도 AI 인프라 강화에 속도를 내고 있다. GPU‑as‑a‑Service(GPUaaS)와 엣지 AI 인프라는 고해상도 영상 분석과 구독형 SaaS 서비스 구현의 핵심 연산 인프라로 간주된다. AI 모델 고도화도 병행되고 있다.... ,SK텔레콤
447,SK텔레콤_8,"단통법 폐지 후 첫 주말, 휴대폰 성지에선···시민들 “기대만큼 아냐...",https://n.news.naver.com/mnews/article/032/0003385563?sid=101,"신도림 테크노마트의 한 판매점이 공개한 갤럭시Z플립7(265GB) 통신사 이동시 보조금은 <b>SK텔레콤</b>과 KT가 110만원, LG유플러스가 120만원이었다. 이동통신사 공통지원금(50만원)과 유통점 추가지원금(50~70만원)을 합한... ",SK텔레콤
448,SK텔레콤_9,2025 시즌 상반기 KPGA 공식 SNS 최다 조회수 기록 영상은?,https://feedapi.cloud.sbs.co.kr/feed-api/article_hub/G20000002051,"3위는 ‘<b>SK텔레콤</b> 오픈 2025’ 3라운드에서 그린의 경사를 보고 어프로치 하는 황도연(32.Mss)의 영상으로 조회 수 224,000회를 기록하고 있다. 4위는 ‘백송홀딩스-아시아드CC 부산오픈’ 우승자인 김홍택(32.... ",SK텔레콤
449,SK텔레콤_10,[현장]'마이너스폰' 기대 커졌지만 복잡해진 조건에 발길 돌린 소비자도,https://n.news.naver.com/mnews/article/469/0000878327?sid=105,경우 <b>SK텔레콤</b>으로의 번호이동 조건으로 공통지원금(통신사 지원금) 최대 50만 원에 유통망 추가지원금 최대 75만 원 등 125만 원을 할인받을 수 있다고 했다. 월 10만 원대 요금제를 6개월 사용하는 조건이 붙었지만 Z... ,SK텔레콤
450,HD현대_1,"미국내 기술 이전, 현지 건조…‘조선 협력’ 막판 조커로 급부상",https://n.news.naver.com/mnews/article/028/0002758179?sid=101,국내 ‘빅3’ 조선사인 에이치디(<b>HD</b>)<b>현대</b>·한화오션·삼성중공업 등과 협의해 미국 조선업 부활을 위한 세부 협력안을 제시할 것이라는 얘기다. 실제 미국 내 필리조선소(미국명 한화필리십야드)를 인수한 한화오션의 경우... ,HD현대
451,HD현대_2,한미 ‘운명의 협상’ 이번 주 결판…“실패시 회복 불가능한 GDP손실”,https://www.yeongnam.com/web/view.php?key=20250727029215773,"정부는 현지 조선업 직접 투자에 방점을 찍은 일본과 달리 <b>HD현대</b>·한화오션·삼성중공업 등 국내 조선 '빅3'사와의 협의를 거쳐 현지 건조, 기술 이전, 인력 양성 등 구체적이고 포괄적인 협력안을 미국에 제시할 것으로... ",HD현대
452,HD현대_3,"'첫 선발' 김건희-'주포' 에릭, 강원-울산 '선봉'...김신진-말컹 '조커 대...",https://m.sports.naver.com/kfootball/article/076/0004304857,"강원FC와 울산<b>HD</b>가 27일 강릉하이원아레나에서 '하나은행 K리그1 2025' 24라운드를 치른다. 강원은 승점 29로 9위, 울산은 승점 30으로 7위를 달리고 있다. 4경기 무패를 달리던 강원은 주중 전북 <b>현대</b>전에서 0대2로 패했다.... ",HD현대
453,HD현대_4,커지는 美 '알래스카 LNG' 압박...한국 참여 실익은?,https://www.ajunews.com/view/20250727151155689,"석유·가스 수송 시 강관과 밸브, 운송선 등이 필수적인 만큼 세아제강·동국제강 등 국내 철강기업들은 강관 수요 증가를, 한화오션과 <b>HD현대</b>중공업은 북극해 운항에 적합한 쇄빙 LNG 운반선 건조 수주 확대가... ",HD현대
454,HD현대_5,한미 통상협상 막판 총력전…투자보따리 압박 속 '조선' 게임 체인저 되...,https://www.ajunews.com/view/20250727150521685,정부는 국내 조선 '빅3'(<b>HD현대</b>·한화오션·삼성중공업)와 협의를 거쳐 관련 내용을 구체적으로 조율 중이다. 중국과 조선 시장 1~2위를 다투는 우리가 최적의 파트너라는 점을 협상에서 강조할 것으로 보인다. 양국 협력은... ,HD현대
455,HD현대_6,하반기 실적 열쇠도 'AI인프라'…두산·<b>HD현대</b>·효성 수혜,https://www.asiatoday.co.kr/view.php?key=20250727010015539,"올 상반기 AI 가속기 소재, 발전기용 엔진, 초고압변압기 등 핵심 부품 수요가 늘면서 두산·<b>HD현대</b>·효성 등 관련 기업들이 실적 호조를 보였다.27일 업계에 따르면 상반기 미국발 관세 등으로 제조업 사업 환경이... ",HD현대
456,HD현대_7,숨 막히는 폭염에 조선·철강·유통 온열질환 줄이기 안간힘...파업 엄포...,https://www.ajunews.com/view/20250727133348607,<b>HD현대</b>도 지난 6월 조선 업계 최초로 혹서기 휴식 시간을 2배 확대했다. 이동식 버스 휴게시설 4대를 추가로 투입하고 냉방시설과 음수대 등을 갖춘 휴게실 50여 곳을 설치했다. 선박 위 작업자를 위한 선상 휴게실도 새로... ,HD현대
